Wall time,Step,Value
1701879155.446008,1999,0.12730638682842255
1701879176.5304816,3999,0.29325535893440247
1701879197.6783867,5999,0.3126554787158966
1701879218.8574162,7999,0.45944103598594666
1701879239.9070127,9999,0.40518325567245483
1701879261.0469835,11999,0.5027533769607544
1701879282.051572,13999,0.4896169900894165
1701879303.140369,15999,0.55535489320755
1701879324.2375937,17999,0.5911847949028015
1701879346.300946,19999,0.6123733520507812
1701879367.3472402,21999,0.6164384484291077
1701879388.41903,23999,0.5834600925445557
1701879409.3594165,25999,0.6190756559371948
1701879430.4091406,27999,0.5909958481788635
1701879451.2924194,29999,0.6182016134262085
1701879472.4175239,31999,0.6683008670806885
1701879493.3138711,33999,0.6470707654953003
1701879514.3485253,35999,0.6840633749961853
1701879535.4642239,37999,0.6649768352508545
1701879556.3999436,39999,0.6040371060371399
1701879577.4897192,41999,0.6919201612472534
1701879598.4175215,43999,0.6890396475791931
1701879619.4563465,45999,0.6849753260612488
1701879640.3610654,47999,0.6832453012466431
1701879661.529146,49999,0.6815113425254822
1701879682.6247149,51999,0.7131826281547546
1701879703.5677028,53999,0.695922315120697
1701879724.6373284,55999,0.7166411280632019
1701879745.5551658,57999,0.7012614011764526
1701879766.694353,59999,0.7052242755889893
1701879787.713311,61999,0.7319201827049255
1701879808.652108,63999,0.735467791557312
1701879829.7259195,65999,0.7283064126968384
1701879850.5886497,67999,0.7151486277580261
1701879871.7324154,69999,0.7265725135803223
1701879892.581534,71999,0.7348712086677551
1701879913.5748076,73999,0.7281719446182251
1701879935.6849883,75999,0.7120324373245239
1701879957.8148477,77999,0.7228879928588867
1701879981.456436,79999,0.721232533454895
1701880003.58858,81999,0.7477155327796936
1701880025.3787553,83999,0.7159807085990906
1701880048.9587588,85999,0.7465122938156128
1701880070.002872,87999,0.7538503408432007
1701880090.825377,89999,0.7396289110183716
1701880111.771647,91999,0.7427880167961121
1701880132.6458023,93999,0.7537152767181396
1701880153.6335385,95999,0.7278018593788147
1701880174.5841928,97999,0.7467951774597168
1701880195.3641288,99999,0.7405582070350647
1701880216.3662658,101999,0.7417497038841248
1701880237.316407,103999,0.7612771987915039
1701880259.5862567,105999,0.7638030052185059
1701880283.7832713,107999,0.7563098073005676
1701880305.8426023,109999,0.7538543343544006
1701880327.721181,111999,0.7519246935844421
1701880349.7271867,113999,0.765025794506073
1701880371.7484665,115999,0.7505085468292236
1701880393.4926271,117999,0.7302713394165039
1701880415.402614,119999,0.7620571851730347
1701880437.4192107,121999,0.7529693245887756
1701880459.5062594,123999,0.7557993531227112
1701880481.7378244,125999,0.763380229473114
1701880503.9270613,127999,0.7652679681777954
1701880527.5286362,129999,0.7561843991279602
1701880549.3624487,131999,0.7609588503837585
1701880571.4241621,133999,0.7236594557762146
1701880593.5567431,135999,0.7611338496208191
1701880615.631805,137999,0.7667191028594971
1701880637.691956,139999,0.7550516128540039
1701880659.803723,141999,0.7183740139007568
1701880682.1188018,143999,0.7374046444892883
1701880704.4615574,145999,0.7276685833930969
1701880726.8738368,147999,0.7195609211921692
1701880749.6328435,149999,0.682223379611969
1701880772.6150398,151999,0.7026739716529846
1701880795.5417364,153999,0.7103151082992554
1701880818.6492398,155999,0.6677259802818298
1701880842.158817,157999,0.7086171507835388
1701880866.959647,159999,0.7207338809967041
1701880890.5984292,161999,0.7196580767631531
1701880912.9018574,163999,0.696212649345398
1701880935.0293512,165999,0.7208531498908997
1701880957.093154,167999,0.7291598320007324
1701880979.26129,169999,0.6790484189987183
1701881001.3266978,171999,0.7305449843406677
1701881023.394317,173999,0.7393916249275208
1701881045.6155,175999,0.7368124127388
1701881067.9337244,177999,0.7378630042076111
1701881090.142752,179999,0.7360583543777466
1701881112.1596148,181999,0.7298517823219299
1701881135.25769,183999,0.7230594754219055
1701881157.123034,185999,0.7014520764350891
1701881178.788947,187999,0.724958062171936
1701881200.451798,189999,0.7370133399963379
1701881222.1162288,191999,0.7320260405540466
1701881243.7461662,193999,0.7400722503662109
1701881265.1032722,195999,0.7291164398193359
1701881286.6197464,197999,0.7275909185409546
1701881308.2140877,199999,0.7214388251304626
1701881329.7459483,201999,0.7352237701416016
1701881351.0403469,203999,0.7204123735427856
1701881372.5520103,205999,0.7419900298118591
1701881394.1024668,207999,0.7350477576255798
1701881415.6499236,209999,0.7317363023757935
1701881437.07961,211999,0.7430891394615173
1701881458.60511,213999,0.6830061674118042
1701881480.0491908,215999,0.7054435014724731
1701881501.516741,217999,0.7300323843955994
1701881522.9652574,219999,0.7375103831291199
1701881544.301551,221999,0.7337398529052734
1701881565.7681084,223999,0.7400361895561218
1701881587.3260093,225999,0.7277737855911255
1701881608.84693,227999,0.7302070260047913
1701881629.774057,229999,0.7348300814628601
1701881650.8106494,231999,0.7356761693954468
1701881672.0039833,233999,0.7370681166648865
1701881692.762123,235999,0.7335681319236755
1701881713.4905717,237999,0.7351201176643372
1701881735.0847325,239999,0.7405416965484619
1701881755.6909363,241999,0.7413409948348999
1701881776.1980152,243999,0.7361363172531128
1701881796.8138633,245999,0.7271985411643982
1701881817.4164095,247999,0.7255010008811951
1701881838.0148764,249999,0.7312500476837158
1701881858.5025089,251999,0.7429465055465698
1701881879.071776,253999,0.726063072681427
1701881899.580665,255999,0.7376097440719604
1701881920.1343114,257999,0.7397216558456421
1701881940.7248323,259999,0.7446858286857605
1701881961.1743574,261999,0.7446625232696533
1701881981.7791624,263999,0.7359524965286255
1701882002.2453735,265999,0.7057415843009949
1701882022.8888423,267999,0.7453469038009644
1701882043.3645449,269999,0.7479283213615417
1701882063.9946353,271999,0.7411605715751648
1701882084.4640727,273999,0.7230064868927002
1701882105.1108904,275999,0.7431963086128235
1701882125.588384,277999,0.7478099465370178
1701882146.2120295,279999,0.7459308505058289
1701882166.722242,281999,0.745488166809082
1701882187.3820982,283999,0.7456901669502258
1701882207.9119434,285999,0.7412222623825073
1701882228.5072448,287999,0.7338218092918396
1701882249.0825055,289999,0.7056243419647217
1701882269.662063,291999,0.7272956371307373
1701882290.2703342,293999,0.7359198331832886
1701882310.8284013,295999,0.7395119071006775
1701882332.4503787,297999,0.7407212853431702
1701882352.9512002,299999,0.7269256114959717
