Wall time,Step,Value
1701878258.0072527,1999,0.04098876938223839
1701878279.6734264,3999,0.20939552783966064
1701878301.3332317,5999,0.14792858064174652
1701878323.006051,7999,0.32371440529823303
1701878344.7440295,9999,0.38980844616889954
1701878366.4064739,11999,0.38649022579193115
1701878388.0212493,13999,0.449032723903656
1701878409.6898682,15999,0.44863811135292053
1701878431.33422,17999,0.4447600543498993
1701878452.993917,19999,0.28101637959480286
1701878474.8223712,21999,0.46416741609573364
1701878496.4091952,23999,0.5072028040885925
1701878518.0770407,25999,0.4682878255844116
1701878539.7658641,27999,0.5012093782424927
1701878561.4155054,29999,0.44855859875679016
1701878583.2514932,31999,0.5120841264724731
1701878604.9939833,33999,0.3181484639644623
1701878626.5802135,35999,0.45346859097480774
1701878648.2820697,37999,0.5149676203727722
1701878669.939076,39999,0.4140687584877014
1701878691.6160266,41999,0.5243343710899353
1701878713.2389274,43999,0.509736180305481
1701878734.9303002,45999,0.43012720346450806
1701878756.5828261,47999,0.5228683948516846
1701878778.282936,49999,0.5112901329994202
1701878801.0748122,51999,0.5217919945716858
1701878822.5590026,53999,0.4784170687198639
1701878844.1253755,55999,0.5035502910614014
1701878865.6853504,57999,0.47606906294822693
1701878887.2098975,59999,0.49940618872642517
1701878908.640716,61999,0.5197272896766663
1701878930.2184534,63999,0.5296635031700134
1701878951.73544,65999,0.5299602150917053
1701878973.3104966,67999,0.5385923385620117
1701878994.7369137,69999,0.5453833341598511
1701879016.3342164,71999,0.5501312017440796
1701879037.9503925,73999,0.5218762159347534
1701879059.5525978,75999,0.5515998005867004
1701879081.1333458,77999,0.5262757539749146
1701879102.5932915,79999,0.515981137752533
1701879124.1487494,81999,0.5394960045814514
1701879145.8088763,83999,0.5468950867652893
1701879167.4144855,85999,0.5599828958511353
1701879188.993003,87999,0.5520026683807373
1701879210.4625688,89999,0.5584939122200012
1701879232.1134777,91999,0.5677024722099304
1701879253.721869,93999,0.5077972412109375
1701879275.3143902,95999,0.5348207950592041
1701879296.7629442,97999,0.5586458444595337
1701879318.4039361,99999,0.547870397567749
1701879340.1427991,101999,0.5566301941871643
1701879361.825013,103999,0.5618827939033508
1701879383.4524312,105999,0.5625584125518799
1701879406.270579,107999,0.5465307831764221
1701879427.780185,109999,0.5366484522819519
1701879449.416778,111999,0.5083542466163635
1701879470.8632338,113999,0.5719790458679199
1701879492.4135835,115999,0.5125489234924316
1701879514.0058591,117999,0.5790782570838928
1701879535.4872427,119999,0.5643782019615173
1701879556.8682845,121999,0.5676780939102173
1701879578.383622,123999,0.5717825889587402
1701879600.0202456,125999,0.5127513408660889
1701879621.6332824,127999,0.5663228631019592
1701879643.200104,129999,0.5461390018463135
1701879664.6578662,131999,0.5783920288085938
1701879686.1959245,133999,0.5685790181159973
1701879707.7426796,135999,0.5427659153938293
1701879729.3524408,137999,0.5626137256622314
1701879750.8519344,139999,0.5658206343650818
1701879772.4801853,141999,0.5731947422027588
1701879794.0331047,143999,0.5762497186660767
1701879815.5771708,145999,0.5526853799819946
1701879837.1370065,147999,0.5619405508041382
1701879858.5920198,149999,0.5507715344429016
1701879880.1634789,151999,0.5430270433425903
1701879901.7759504,153999,0.5327650904655457
1701879923.4131198,155999,0.53316730260849
1701879946.0293598,157999,0.4845511019229889
1701879968.6556377,159999,0.37666624784469604
1701879994.2135267,161999,0.5683971047401428
1701880016.9300508,163999,0.5247828960418701
1701880041.4014792,165999,0.5597471594810486
1701880063.1499834,167999,0.5651088356971741
1701880084.6305993,169999,0.5583637952804565
1701880106.179919,171999,0.5444890260696411
1701880127.7361526,173999,0.5823343396186829
1701880149.3553426,175999,0.5757169127464294
1701880170.8098493,177999,0.5738023519515991
1701880192.3043132,179999,0.5729414224624634
1701880213.9445143,181999,0.5643346309661865
1701880235.497431,183999,0.5331712961196899
1701880258.3598077,185999,0.5659701228141785
1701880281.5985358,187999,0.5658042430877686
1701880306.4013066,189999,0.5707625150680542
1701880331.2880213,191999,0.5541634559631348
1701880355.7993617,193999,0.5506226420402527
1701880379.428061,195999,0.5354491472244263
1701880402.82504,197999,0.5740759968757629
1701880426.14609,199999,0.545823335647583
1701880449.5577207,201999,0.5595234036445618
1701880472.5941894,203999,0.5872620940208435
1701880495.526887,205999,0.5691102147102356
1701880518.2522652,207999,0.5794597864151001
1701880541.3612967,209999,0.5734400153160095
1701880564.318551,211999,0.5660355091094971
1701880587.5160997,213999,0.5441286563873291
1701880611.6617007,215999,0.5358002781867981
1701880634.8615978,217999,0.5315269827842712
1701880658.3258848,219999,0.5732691884040833
1701880681.7602339,221999,0.558693528175354
1701880706.2391243,223999,0.5696282386779785
1701880731.4266627,225999,0.5791589617729187
1701880758.5391502,227999,0.5316792130470276
1701880782.6831787,229999,0.5874128937721252
1701880806.3954377,231999,0.5433577299118042
1701880829.5373423,233999,0.5255206823348999
1701880853.0666504,235999,0.585163950920105
1701880876.6118436,237999,0.5811187624931335
1701880900.328862,239999,0.5816774368286133
1701880923.4061012,241999,0.5816934108734131
1701880946.5566618,243999,0.5773773789405823
1701880969.719196,245999,0.5679736137390137
1701880992.6817007,247999,0.5802202820777893
1701881015.6333458,249999,0.5864586234092712
1701881038.8486605,251999,0.5799790024757385
1701881061.9789624,253999,0.5906056761741638
1701881084.5274293,255999,0.5586643815040588
1701881107.0478425,257999,0.5352203249931335
1701881129.4788198,259999,0.5901567935943604
1701881151.8301098,261999,0.5843310356140137
1701881174.1805446,263999,0.5897676944732666
1701881197.7466974,265999,0.5879099369049072
1701881219.9830065,267999,0.5898739099502563
1701881242.175262,269999,0.586765706539154
1701881264.4038854,271999,0.5776848196983337
1701881286.6515675,273999,0.5826295614242554
1701881308.7933347,275999,0.5354350805282593
1701881330.9950948,277999,0.5894321203231812
1701881353.0577075,279999,0.5669780373573303
1701881375.144907,281999,0.5673150420188904
1701881397.3006194,283999,0.5930130481719971
1701881419.4200535,285999,0.565345287322998
1701881441.475196,287999,0.5902602672576904
1701881463.5872476,289999,0.5911946296691895
1701881485.6070735,291999,0.5790727138519287
1701881507.7653646,293999,0.5786586999893188
1701881529.867392,295999,0.5878272652626038
1701881551.9574418,297999,0.5596703290939331
1701881574.073993,299999,0.5962812900543213
